Respondent ID,Tell us about your classroom,Latitude,Longitude,Buildings Name
48rcj4kzk9w6,"Nice, quiet spaces to study",34.73013,-86.638676,Nursing Building
6l4opn7nbe39,0,34.721948,-86.638043,
2vo8old3pbc6,"Modern, comfortable chairs",34.730247,-86.638677,Nursing Building
3pc2ias6nti6,0,34.721958,-86.638177,
93yn3wdo6uu9,I feel like I am in a cardboard box. Absolutely trapped.,34.729846,-86.638644,Nursing Building
64yph4r3swp3,0,34.721986,-86.638198,
6hdu8j6oil24,"The large downstairs Shelby classrooms have very tiny desks that are hard to work with, Morton's rolling chairs are very uncomfortable, and Nursing 103's table/chair situation is also uncomfortable.",34.730137,-86.638604,Nursing Building
93b9cg49yxi7,I don't like the chairs and desks in the nursing building and I don't really like having class in the Franz multipurpose room,34.730281,-86.638574,Nursing Building
29c33kfs7o68,I am not picky. The nursing building has the best classrooms.  It is nice to have chairs that are cushioned or adjustable and enough room for laptop and notebook per seat.,,,Nursing Building
677ojw4vr7n8,"OKT S105 is the worst room on campus (from an engineering student's experience anyway). The small desks are foul in terms of taking tests, left handed people are just let out to dry for any assignment that requires note taking or test taking. If you sit up front, the podium blocks your view so you have to keep your head at 60 degrees the entire class (it's painful). Also to note, nearly all the vending machines are busted, I need my energy drinks/caffine and so do the rest of the students in the college of engineering.",34.718528,-86.646589,Olin B. King Technology Hall 
74atm4lpi4ba,Old,34.718539,-86.64656,Olin B. King Technology Hall 
77s73rgm8y49,0,34.722026,-86.638215,
6za2j3asv6e7,Close together,34.718681,-86.646524,Olin B. King Technology Hall 
7s2677wjf3u3,Easy parking,34.718785,-86.646575,Olin B. King Technology Hall 
7dtw2axx72la,0,34.722057,-86.638004,
2o9t7gyn8fma,OKT. ThatÂ’s where the civil engineering library and offices are located,34.718859,-86.646625,Olin B. King Technology Hall 
7699739aip64,Large classroom do not seem to have the technology issues and blocked line of sight as the smaller classroom.,34.718891,-86.646534,Olin B. King Technology Hall 
3wl2hkb9nhi3,"This is where I have most of my classes, and so I'm over there often",34.718912,-86.64653,Olin B. King Technology Hall 
687tsf7kcx23,0,34.722079,-86.638204,
3xop4hnf9mg6,"Small classrooms, feels more personal and more engaging.",34.718913,-86.64659,Olin B. King Technology Hall 
9ll3i286w9xs,"For Engineering students, itÂ’s much nicer to have larger lecture halls and OKT tends to have ramped / elevated seating in such lecture halls.",34.718942,-86.646399,Olin B. King Technology Hall 
4sc7ykn9hvm6,Almost all of my graduate classes have been in tech hall.,34.718948,-86.646672,Olin B. King Technology Hall 
9bd4pd4ro49a,0,34.722129,-86.638294,
46ued3tn7v67,Classes are related to my course.,34.718959,-86.646484,Olin B. King Technology Hall 
2ss2tfy8ftg4,So far all of my graduate classes have been in tech hall and they have done will with the hybrid classes.,34.718986,-86.646653,Olin B. King Technology Hall 
449ekn6fh348,Always parking spot,34.719004,-86.646384,Olin B. King Technology Hall 
97u77ull4yy7,0,34.722203,-86.638284,
2uvz6jfz8kb6,Actual desks and pull out chairs; makes it comfortable for larger framed individuals,34.719014,-86.646364,Olin B. King Technology Hall 
2lt4p8tay8s8,Because there is plenty of parking. But the classrooms themselves could definitely use improvement.,34.719029,-86.646464,Olin B. King Technology Hall 
2ic62oj2oft4,Only place I have had classes,34.719129,-86.646472,Olin B. King Technology Hall 
748hly4cr2g8,0,34.722211,-86.638274,
4ew4pxw24bfa,Theres are small classrooms that dont often get used so i study there and use the whiteboard,34.719138,-86.64656,Olin B. King Technology Hall 
98vlz2kk6e99,0,34.722219,-86.638323,
67fvz7eom2fh,The little tables connected to the seats are too small,34.718589,-86.646505,Olin B. King Technology Hall 
9nb8osd76lm8,Rooms are very dated and cramped.,34.718602,-86.646517,Olin B. King Technology Hall 
8lz7nc4rfl76,not nice buildings,34.718604,-86.646679,Olin B. King Technology Hall 
46ow3ho7cjv3,0,34.722233,-86.638366,
7mp64frb6yx3,Tech Hall and EB look retrofitted to hold students and they are cramped.,34.718624,-86.646665,Olin B. King Technology Hall 
6ny97nnv73g6,"No natural lighting, sometimes smells, depressing",34.718634,-86.646606,Olin B. King Technology Hall 
3uc7k9ljj7k9,0,34.722249,-86.638322,
6m8nl4slh3d9,"No windows, dark, old",34.718652,-86.646593,Olin B. King Technology Hall 
2ofr8xmr47al,"Some of the windowless, warm classrooms in tech hall are difficult to pay attention in.",34.718664,-86.646361,Olin B. King Technology Hall 
4ap6uod9pwz3,"Uncomfortable desks and some larger classrooms have seating with a small pull out surface to write on, and darker classrooms with little to no natural light.",34.718679,-86.646451,Olin B. King Technology Hall 
99aet3cvt2u9,"OKT, very cold in the entire building and it's easy to get lost between the North and South side.",34.718682,-86.646467,Olin B. King Technology Hall 
2y7ezs8tp9k8,"it looks like a prison get me out, too small, which makes crowded, which makes overheated",34.718727,-86.646644,Olin B. King Technology Hall 
8ci3as6e8u63,"They smell old. The audatorium rooms, such as Shelby 107, which the integrated desk chairs are impossible to take notes in since there is so little space.",34.718742,-86.646506,Olin B. King Technology Hall 
8sw7yco8oea3,"Tech Hall is dated, and some classrooms boggle the mind in how awful they are. S105 and N168 come to mind for the horrible seats, lack of writing areas, bad smell, and well-positioned columns between students and the professor.",34.718748,-86.64641,Olin B. King Technology Hall 
7cm4bk4xzj99,"It feels like jail. There are no windows. If it’s not a computer lab, the chairs suck",34.718755,-86.646356,Olin B. King Technology Hall 
8p4ek8vxc384,"The classrooms in Engineering are out of date. Optics lacks proper space for labs, I had to do one of my physics labs in a hallway. Morton is a far walk but it's classrooms are nice. Tech Hall is also a far walk with out of date/ cramped classrooms.",34.718763,-86.646597,Olin B. King Technology Hall 
7zw8yg62b4j6,They are close and cramped feeling. Generally they feel old and out of date.,34.718764,-86.64653,Olin B. King Technology Hall 
6t36gl6s7mr6,No outlets/poor desk space,34.718771,-86.646476,Olin B. King Technology Hall 
9g9bux6ljv66,"Difficult to get into the seating, there's also a pole obstructing the view in one of the rooms",34.718774,-86.646461,Olin B. King Technology Hall 
9ee4xrh3ktr6,"These classrooms have the worst lighting and the worst access to amenities (wall outlets, water stations, etc)",34.718775,-86.646131,Olin B. King Technology Hall 
4zv6ewh2m9a4,Classrooms need updating,34.718781,-86.646635,Olin B. King Technology Hall 
4gbd3c2wvt67,"They smell, they are old, I fell like there’s a ton of mold, I’ve heard the water fountains dispense white sludge",34.718784,-86.646437,Olin B. King Technology Hall 
7dpv48yx6pa9,"Morton is too far away, difficult to get to quickly, some classrooms are very out of date. Tech hall is extremely difficult to get to and very outdated",34.718787,-86.646502,Olin B. King Technology Hall 
7tn4vpe49pt7,Outdated building,34.71879,-86.646691,Olin B. King Technology Hall 
9cv6vd7i3z33,Grungy,34.718792,-86.646308,Olin B. King Technology Hall 
49re9acv8jv7,It’s creepy and old.,34.718792,-86.646593,Olin B. King Technology Hall 
8icz4khk6sz9,0,34.722369,-86.638203,
3ck7xya8ljk9,"They are old, and often, the buildings and classrooms have no outside visibility.",34.7188,-86.646469,Olin B. King Technology Hall 
94u7swn7gzk4,"These classrooms do not have the best technology, and can be hard to find classroom numbers.",34.718803,-86.646615,Olin B. King Technology Hall 
2li4pvm84db3,The half desk are terrible,34.718804,-86.646753,Olin B. King Technology Hall 
6by4pac4meb8,I am not a stem major and it was so far out of my way for literally one psychology class. made no sense,34.718809,-86.646486,Olin B. King Technology Hall 
6wf7h2cbp434,"A combination of a lack of natural light, old maze-like buildings, and small desks",34.718814,-86.646489,Olin B. King Technology Hall 
2ws3dbd7tns8,OKT they are older and not always in great shape and are out of the way,34.718826,-86.646515,Olin B. King Technology Hall 
2m8i6jlw3fv4,feels older or too far,34.718827,-86.646484,Olin B. King Technology Hall 
2cry9kyi8rw6,There are no windows in the main CS classrooms and the stairs are steep,34.718834,-86.646553,Olin B. King Technology Hall 
7ti3bjd9gkj3,0,34.722412,-86.638219,
39npr9hr9ds9,"Difficulty to get to, lack of food nearby.",34.718872,-86.646553,Olin B. King Technology Hall 
6pp426vu6xoa,0,34.722423,-86.638315,
9ux9jbe6ij63,They are quite far away and the ones I've been in have all been rather cramped.,34.718883,-86.646505,Olin B. King Technology Hall 
3u8w6p4gjx63,The building overall feels fairly rundown,34.718885,-86.646536,Olin B. King Technology Hall 
8sw7yco8oea3,"Tech Hall is dated, and some classrooms boggle the mind in how awful they are. S105 and N168 come to mind for the horrible seats, lack of writing areas, bad smell, and well-positioned columns between students and the professor.",34.718886,-86.646466,Olin B. King Technology Hall 
9ccz7mpr7tga,0,34.722445,-86.638301,
6fj6udd8kjk7,"Most of the classrooms aren't amazing themselves, except for the AMAZING lecture hall on the first floor with the 3 screens.",34.718892,-86.646004,Olin B. King Technology Hall 
2cs7vd6rfl23,Very outdated buildings for Olin B. King and Wilson. Parking is unbearable when having classes at Shelby.,34.718898,-86.646532,Olin B. King Technology Hall 
7oz2rxy9hdv6,"Classrooms are dark and dingy, the elevator is terrifying to use.",34.718899,-86.646553,Olin B. King Technology Hall 
7ok8yay6no86,way too far from the rest of campus and generally poor quality rooms. bad heating/AC as well,34.7189,-86.646502,Olin B. King Technology Hall 
77s73rgm8y49,0,34.722473,-86.640629,
2t287vzd47e9,0,34.722513,-86.640651,
43c2o9z6s4r3,"Cramped, small, and stuffy.",34.7189,-86.64651,Olin B. King Technology Hall 
6l4opn7nbe39,0,34.722527,-86.640381,
9r3v4ywo4it6,the building and chairs are very old and rundown,34.7189,-86.646545,Olin B. King Technology Hall 
23ijb8px69j9,0,34.722533,-86.64032,
8x989zei7z8h,"Classes are small, though new desks are great. Just not a fan of the structure of OKT as a building.",34.718901,-86.646576,Olin B. King Technology Hall 
7om2gvx2i7ws,Constantly freezing cold and little windows,34.718901,-86.646632,Olin B. King Technology Hall 
649inr9drb73,0,34.72254,-86.640414,
66e4d4fzo3z4,Tech Hall classrooms don't feel very welcoming in my opinion and are typically pretty crowded. It's also unfortunate that there are no food options currently in the building and also the classrooms tend to have a bad smell to them.,34.718913,-86.646556,Olin B. King Technology Hall 
4732ba3gep23,OKT 105 is the most despicable room on campus. Those desks are too small for taking any sort of notes or tests (for engineering anyway),34.718914,-86.646646,Olin B. King Technology Hall 
3gv8bl9gz976,"Old, tiny desks on the sides of chairs are difficult for test taking and note taking",34.718918,-86.646548,Olin B. King Technology Hall 
9my6g7umh9l4,"To the opposite, these rooms feel a little claustrophobic and cramped just because they tend to not have windows and somewhat low ceilings. But I am being mostly picky it is not an impact on my experience so maybe like a 2.5/10 problem not extreme at all.",34.718919,-86.646545,Olin B. King Technology Hall 
2y88bn63w3n7,"Too far from the rest of campus, and not as modern as newer buldings",34.718921,-86.646604,Olin B. King Technology Hall 
88woc3nmz8o9,They’re old,34.718921,-86.646641,Olin B. King Technology Hall 
73wbj8nmf2da,Significantly outdated. Lack of internet and AC in many rooms is unacceptable in today's age.,34.718922,-86.646542,Olin B. King Technology Hall 
8x8fwd7cov46,The building has just aged and needs to updated/renovated; it's also 90% of where my classes are due to my degree.,34.718923,-86.646477,Olin B. King Technology Hall 
4ba6kwe2lza8,0,34.722555,-86.640392,
9bl3fwf7r4r4,"The rooms in OKT and the Engineering Building leave a lot to be desired. These two buildings are primarily used by largest college on campus, and yet they are the most outdated and least helpful for learning. I am very happy to see that a new engineering building is underway, and I think the very next building in need of a renovation is OKT.",34.718925,-86.646503,Olin B. King Technology Hall 
6i3a4dhj8v98,0,34.722565,-86.640579,
4yny6nka7iu4,All of our classes are in one room with no windows. This building feels like a prison.,34.718929,-86.646712,Olin B. King Technology Hall 
7l6vtg7rki87,0,34.722578,-86.640501,
2fh8pzt73ww6,"They're on the opposite side of campus from where I live. Also, the rooms feel dingy and cramped.",34.718932,-86.646447,Olin B. King Technology Hall 
4z4tow4dhf64,"They feel dark, uncormfortable, and they sometimes smell weird.",34.718938,-86.646493,Olin B. King Technology Hall 
9l7b74a7hwy8,Typically there is some structural item in the classrooms that block the view to the instructor and the screens.,34.718945,-86.646454,Olin B. King Technology Hall 
7xpe7tyr2r49,"Old, problems with places to plug in laptops",34.718948,-86.646503,Olin B. King Technology Hall 
3zt3wro9nxc2,"The classes have auditorium seating so you’re too close to people and the desks are small, columns in the middle of the classroom (N155, S105 in tech hall), there aren’t many windows.",34.718949,-86.64667,Olin B. King Technology Hall 
3bez4fwo7ara,distance from rest of campus,34.718968,-86.646595,Olin B. King Technology Hall 
877blo42pab6,Auditorium style classrooms with little desk space and no working outlets near students.,34.718968,-86.646611,Olin B. King Technology Hall 
4yt9jdh3vsg4,0,34.722598,-86.640451,
77s73rgm8y49,0,34.722599,-86.638506,
36m9xeg8saz9,It’s outdated and it’s so far away from everything you don’t have time to go anywhere else on campus between classes,34.71897,-86.646418,Olin B. King Technology Hall 
7bz8yoy3mf3c,"The Olin B King tech hall classrooms are dingy and need a revamp, I briefly took a programming class there and was shocked to find how outdated the computers were. The chairs were also old and worn thin. In Wilson Hall, the rooms like the animation lab and some of the drawing rooms need improved, they’re dark, windowless, and can get cramped. The “adjustable” lights aren’t good for color mixing paint, and sometimes there’s 2 or 3 classes using one room because there’s so many art students and too few studio spaces.",34.718973,-86.646509,Olin B. King Technology Hall 
8o8hj7ftb9x9,"Most of it is because these rooms are smaller, more uncomfortable (seating, especially the stadium seating with tiny folding desks, see MSB 113, OKT S-105) and typically are dark and not updated feeling, Tech Hall always feels kinda gross, seen many roaches in it, very few windows",34.718975,-86.646495,Olin B. King Technology Hall 
42ysm4lg8xfa,Usually run down. very cramped. Some spaces are not friendly to left handed students.,34.718978,-86.646485,Olin B. King Technology Hall 
2fh2ksz6yoe9,They feel like jail. Completely enclosed,34.718979,-86.646498,Olin B. King Technology Hall 
4iz7g3xdn3s6,"no windows, far",34.71898,-86.646628,Olin B. King Technology Hall 
7b9koh4o73s3,"Old, decrepit, broken tiles, and uncomfortable seats/desks.",34.718983,-86.646661,Olin B. King Technology Hall 
88l2mrb3oec7,both places feel like jail,34.718988,-86.646457,Olin B. King Technology Hall 
6km7d39vch28,0,34.722616,-86.640394,
8ni8vm8ne8v4,Falling apart.,34.718988,-86.646493,Olin B. King Technology Hall 
9a2fol6uph68,"outdated classrooms, no dry erase boards, only chalkboards, no seating for larger persons",34.718989,-86.646367,Olin B. King Technology Hall 
63h9kob7ss28,"OKT, they feel like prison cells and extremely outdated. As well as being extremely far from the dorms.",34.71899,-86.646391,Olin B. King Technology Hall 
7zeb86lfy799,The walk/drive,34.718996,-86.646556,Olin B. King Technology Hall 
3o8rl6o86d87,Small for engineering classes and the pillar room kind of sucks,34.718999,-86.646365,Olin B. King Technology Hall 
3mm4dhk7mjx3,The building is far removed from the rest of campus and the classrooms are depressingly bad.,34.719003,-86.646554,Olin B. King Technology Hall 
7tz9l334s9t8,These areas either lack sufficient space for current demand or need renovating.,34.719028,-86.646422,Olin B. King Technology Hall 
8ml9dn7cm6g3,0,34.722632,-86.640442,
3m8rvd8zay98,The fold out table tops are too small to comfortably write on.,34.719036,-86.646822,Olin B. King Technology Hall 
3bb4he2i34oa,These buildings are old and the lecture rooms in OKT are small.,34.719038,-86.646535,Olin B. King Technology Hall 
6brd69l47in7,OKT is dark and gloomy and the chairs in the auditorium are really uncomfortable. Since they’ve been upgrading desks it’s gotten better.,34.719039,-86.646487,Olin B. King Technology Hall 
7a2eb43c2vm6,These classrooms are in an old building that does not meet the needs of the engineering college.  Very few places where students can meet to study after class.,34.71905,-86.646522,Olin B. King Technology Hall 
6xn4tpt7zn9a,The computer labs are decent but the elevator is terrifying so I never take it and all my classes are on the third floor.,34.719051,-86.646473,Olin B. King Technology Hall 
7ke8abm2irx2,high school seats very uncomfortable for guys who weigh a bit more.,34.719051,-86.646485,Olin B. King Technology Hall 
8ai72fni2727,"The tech hall is too far from campus so getting there is annoying. None of the classrooms have windows and the rooms are often too cold in the Spring. Wilson also suffers from having no windows, especially in the animation classroom. Some students spend around five hours in that classroom at a time in darkness.",34.719053,-86.646487,Olin B. King Technology Hall 
99yea8lag686,0,34.722644,-86.640491,
8sw7yco8oea3,"Tech Hall is dated, and some classrooms boggle the mind in how awful they are. S105 and N168 come to mind for the horrible seats, lack of writing areas, bad smell, and well-positioned columns between students and the professor.",34.719055,-86.64641,Olin B. King Technology Hall 
4ld2rvk9s8z6,Overcrowded seats and has no windows except for the lab classrooms,34.719087,-86.646624,Olin B. King Technology Hall 
4ec2uc7rof94,0,34.722645,-86.640699,
4re37jer7bsj,"When the classroom feels like a dungeon and there's no sunlight and everything is bland, my mind is closed and I do not learn as effectively. MSB100 needs to have a seating overhaul as well; the chairs are half broken and excessively squeaky.",34.719092,-86.646491,Olin B. King Technology Hall 
9ztt2hh349p6,0,34.722648,-86.640694,
48b3trn2n7u4,"it's at the ass-end of mcFucking nowhere, lightyears away from the rest of campus, start a shuttle service",34.719111,-86.646456,Olin B. King Technology Hall 
2ie7lt29ky93,OKT is so far away from everything else and the classrooms are small and old.,34.719116,-86.64645,Olin B. King Technology Hall 
28kjz9gej7e4,0,34.722655,-86.640454,
9rv2k2262kr4,Feels like all the classes are on the 3rd floor.,34.719132,-86.646482,Olin B. King Technology Hall 
37jve8wl94z7,Very far away from charger village 20 min+ walk,34.719139,-86.646403,Olin B. King Technology Hall 
9be88eo9mzl7,0,34.722659,-86.640587,
6he8idx8pfb6,The CS department is not very clean.,34.71914,-86.646501,Olin B. King Technology Hall 
78fgp3ohu2s6,The Computer Science building is old and outdated.,34.719163,-86.646597,Olin B. King Technology Hall 
97u77ull4yy7,0,34.722663,-86.640582,
2sv8pxr4hep6,These classrooms feels stuffy and crowded when I'm using them.,34.719178,-86.646503,Olin B. King Technology Hall 
8er7fz8biw46,Tall buildings mean going up a lot of stairs and getting to class out of breath,34.719178,-86.646532,Olin B. King Technology Hall 
67sm4sm8guc3,Old and out of date,34.719183,-86.646385,Olin B. King Technology Hall 
6yr24gef2p28,These seats hurt.,34.71919,-86.646521,Olin B. King Technology Hall 
84pd3hm6jwv4,They are hard to get to from my dorm,34.719198,-86.646425,Olin B. King Technology Hall 
7cm8n2u3ujo8,0,34.722693,-86.64061,
4c6ksi7jzd44,Rusty appearance,34.71922,-86.646497,Olin B. King Technology Hall 
8yb7fii4jr2a,"OKT just is so far away from the main campus by walking, and the 3rd floor classrooms are uninspiring",34.719223,-86.646424,Olin B. King Technology Hall 
2zm4npg49p79,"Old, out of date building",34.719249,-86.645695,Olin B. King Technology Hall 
38mlc3yml8j9,0,34.722702,-86.640526,
7699739aip64,Pillars or other items block line of sight in classroom.,34.719266,-86.64646,Olin B. King Technology Hall 
87zot2hvk3ls,Lack of windows/natural light very prison like,34.719328,-86.646523,Olin B. King Technology Hall 
3yg7pg3cav28,0,34.722708,-86.638567,
2a2fy34oeh99,"well maintained, new",34.722754,-86.638434,Optics Building
8tk8d6swy9w6,0,34.722711,-86.640227,
2cb7jag2ini4,0,34.722717,-86.640271,
2kv9nli664b3,"These places contain the most laboratory classes, which I like the most. Since I like the classes at these locations, I like the classrooms there the most.",34.722774,-86.640879,Optics Building
6by4pac4meb8,Close to parking and the caf,34.730902,-86.638857,Roberts Hall
76zkr8pww7ka,"Small, intimate, and not sterile. Very conducive to learning and discussions.",34.730983,-86.638682,Roberts Hall
7ou9co9w42u7,"Roberts Hall room 325 is the best classroom. The room is big, and it's a nice layout for small and whole group activities and instruction",34.73102,-86.638797,Roberts Hall
97u77ull4yy7,0,34.722725,-86.638695,
7m9utt489bo3,"Hard to get to a class here, just really out of the way, hardly any art or decoration to liven up the spaces.",34.730885,-86.638736,Roberts Hall
9cj4nb738ic8,"Wilson feels like I'm in an a building post-apocalypse. Roberts Hall just feels old. And the engineering as known by most students, feels like a prison and is so draining of life-it literally looks like death on the inside.",34.730898,-86.638765,Roberts Hall
8gv7k3hdz6f9,Only one classroom; not a lot of space,34.73091,-86.63874,Roberts Hall
9xx2jtn432u6,"No study spaces, no windows, no hot water, terrible desk",34.730911,-86.638675,Roberts Hall
8l7bru6ffj97,0,34.72274,-86.640545,
4oo232vh96r4,Most of the classrooms are cramped and feel like old maintenance closets. The whole building is very outdated.,34.730918,-86.638714,Roberts Hall
46ow3ho7cjv3,0,34.72274,-86.640589,
8tk8d6swy9w6,0,34.722745,-86.6385,
2y2jjg9jjh87,"Roberts always felt kinda cramped, dim, and rain would always puddle by the doors (especially the music practice room side).",34.730921,-86.63877,Roberts Hall
8phg7lxo9jo4,"MSB has some very outdated classrooms; they were dark, cramped, and featured uncomfortable, sometimes broken chairs with desks unsuited to modern technology. Roberts Hall has nice classrooms, but they suffer from small size.",34.730925,-86.639112,Roberts Hall
63bjx9omd8z7,"Building is tight, stairs suck to walk up and are hard to find, elevator is crowded, not enjoyable",34.730927,-86.639122,Roberts Hall
88woc3nmz8o9,They’re old,34.730934,-86.639128,Roberts Hall
6iv97lrc22g9,Roberts Hall feels really out of date.,34.730941,-86.638923,Roberts Hall
2gz9nra4tgj6,Quite cramped.,34.730944,-86.638747,Roberts Hall
3ib42bb3zwb9,Roberts is old and decrepit.,34.730951,-86.639176,Roberts Hall
8h4oyn3toh8a,A lot of desks crammed into one classroom.,34.73096,-86.639169,Roberts Hall
8o8hj7ftb9x9,"Most of it is because these rooms are smaller, more uncomfortable (seating, especially the stadium seating with tiny folding desks, see MSB 113, OKT S-105) and typically are dark and not updated feeling, Tech Hall always feels kinda gross, seen many roaches in it, very few windows",34.730964,-86.638736,Roberts Hall
2ss7hd2jk3e7,"Roberts, outdated, limited resources",34.730964,-86.638888,Roberts Hall
2cb7jag2ini4,0,34.72281,-86.638523,
96ick8ptz4n3,0,34.72281,-86.638559,
2sy7ahf3cwy4,CTC classrooms just feel like they shouldn't exist.,34.730964,-86.641491,Roberts Hall
3pcp8zb38ws4,It was too hard to navigate my class,34.730973,-86.639021,Roberts Hall
9xz8lpl32f8z,0,34.722854,-86.638584,
784dzb4ezi9v,"This is the oldest building with no windows or anything. Very boring, not pretty. VERY VERY OFF FROM ADA STANDARDS",34.730974,-86.638934,Roberts Hall
8er7fz8biw46,Tall buildings mean going up a lot of stairs and getting to class out of breath,34.730976,-86.638823,Roberts Hall
7cl9z7bct34a,the building is very old. the elevator seemed to always be broken.,34.730978,-86.638941,Roberts Hall
6l9j7yr6w4ea,0,34.724599,-86.645091,
6hn3f9ifo3y8,0,34.724651,-86.645381,
4re37jer7bsj,"When the classroom feels like a dungeon and there's no sunlight and everything is bland, my mind is closed and I do not learn as effectively. MSB100 needs to have a seating overhaul as well; the chairs are half broken and excessively squeaky.",34.731013,-86.638834,Roberts Hall
6jo4ps89egu8,0,34.72467,-86.640605,
7ix6fjv4hd39,ROB is just hot temp.,34.731016,-86.638952,Roberts Hall
49nfz86up6s6,"Old, small, no windows/natural light, wasps, random beams/poles in the center of the classroom/line of sight, extremely cold on some floors, extremely hot on others, lack of restrooms, consistently broken elevators, not ADA compliant.",34.73102,-86.63887,Roberts Hall
7ou9co9w42u7,"The stupid, tiny classroom on the third floor. It's too small, and it feels very impersonal",34.73103,-86.638741,Roberts Hall
9huz7389bhm9,0,34.724847,-86.638607,
99yea8lag686,0,34.725058,-86.644897,
2se8kbc2naz9,Outdated,34.731033,-86.638705,Roberts Hall
32s6vtg3mtu2,0,34.725317,-86.645001,
6brd69l47in7,Anywhere that isnÂ’t OKT pretty much. I havenÂ’t had classes many places but at OKT and OKT sucks.,34.729413,-86.640062,Salmon Library
9loh4raz7ss6,"Usually dark and dingy, especially in Wilson. It’s hard to see sometimes",34.729512,-86.64024,Salmon Library
6hdu8j6oil24,"I enjoy the seating in MSB 100, the upstairs classroom layout in Shelby",34.72224,-86.638331,Shelby Center 
2y2jjg9jjh87,"NSSTC lab rooms can have harsh bright lights at times, but are clean, organized, and well suited for ESS studies. I love the new seating and study spots in the library - makes it a more fun/comfortable place to study.",34.724742,-86.645048,Shelby Center 
4wp6xuv74bt9,"SWIRLL is a really cool building I love having class in there, and Shelby has a lot of good natural lighting!",34.725256,-86.646296,Shelby Center 
2384ysw3wf66,Very easily accessible for upperclassmen that take many math and engineering courses.,34.72562,-86.641229,Shelby Center 
8of24gkm7ay7,Usually okay accessibility,34.725679,-86.641198,Shelby Center 
8p4ek8vxc384,The classrooms in Nursing and Shelby are up to date and accommodating,34.725729,-86.641135,Shelby Center 
9y46oua6t2l8,It feels more up to date.,34.72576,-86.641184,Shelby Center 
9ac9ukz3nox7,Classrooms are clean and optimally sized.,34.725783,-86.641274,Shelby Center 
8f67l87xek87,I like the blackboard as well as somewhat comfortable seating.,34.725783,-86.640887,Shelby Center 
7l6vtg7rki87,0,34.725824,-86.641435,
6ao66rt6y3h8,Shelby is always cool throughout the day and is just pretty much the middle of campus,34.725818,-86.641385,Shelby Center 
4oo232vh96r4,The classrooms are large and well-lit. The building itself is also appealing due to its layout and modern appearance.,34.72584,-86.641243,Shelby Center 
3yo4w6vp9a78,The technology is updated and very nice.,34.725849,-86.64106,Shelby Center 
4ap6uod9pwz3,"These classrooms have tables rather than individual desks which provides a much more comfortable area to sit and write, there is a lot of natural light, and there is parking close by.",34.725864,-86.641301,Shelby Center 
63vfi3aw6av6,0,34.725867,-86.641004,
4gbd3c2wvt67,They are nice with good seating and a decent amount of windows,34.725867,-86.641128,Shelby Center 
3dk6tnv9hnw7,"Ease of access, particularly the Shelby Center. Centrally located; most of my classes occur in these areas.",34.725872,-86.641273,Shelby Center 
7b6sat4jrt87,The nicely sized classrooms and good desks go a long way to facilitate learning. It is also nice to have lots of big windows.,34.725879,-86.641266,Shelby Center 
7dpv48yx6pa9,"I really like the Shelby building, it is convenient and the classrooms are nice",34.725886,-86.641261,Shelby Center 
3dlg4alg3hip,"I like the classrooms that are comparable to highschool classrooms, due to the closeness to the instructor and teaching material, and smaller class sizes.",34.725887,-86.641198,Shelby Center 
8m79jc77lj87,0,34.725895,-86.641245,
29bul43bh2i9,0,34.725896,-86.641296,
9vg38c9h4xes,They have chalkboards and Mr. Patrick teaches here #TheGOAT,34.725893,-86.641254,Shelby Center 
8ro2tc2am2r8,The desks are large enough for me to comfortably use while I do my classwork.,34.725896,-86.641292,Shelby Center 
9v69olw8fcz7,0,34.725913,-86.641158,
6pa42g8ivw8p,Spacious and clean,34.725897,-86.641272,Shelby Center 
8og3jez7suc4,I like the large windows and natural light. It gives me more energy.,34.7259,-86.641148,Shelby Center 
28643y4x6jk7,0,34.725918,-86.641282,
97u77ull4yy7,0,34.725918,-86.641348,
3cx4sa6xwc94,Laboratories are very nice,34.725901,-86.641301,Shelby Center 
2uz2a3ktf7k7,They are conveniently located to my lab,34.725903,-86.641236,Shelby Center 
2bv6tjo7euk8,0,34.725923,-86.641337,
6r3gzu8rsd63,"Perfect sizes, clean, and easily accessible",34.725903,-86.641012,Shelby Center 
89v7psl7cdj6,This building looks nice on both the inside and the outside,34.72591,-86.641296,Shelby Center 
98jh7gb4dbu8,0,34.725934,-86.641296,
7df6isz43uj3,The facilities are nice and up to date,34.725911,-86.641313,Shelby Center 
8oh2ppb7uuj4,A different variety of larger to small classrooms,34.725911,-86.641216,Shelby Center 
6e4zvz3hv2t7,"The classroom are comfortable, have enough space, and feel modern.",34.725918,-86.641316,Shelby Center 
7zeb86lfy799,Close to CU and Parking Garage,34.725918,-86.641254,Shelby Center 
6fo7zzv84yy3,New and clean,34.725918,-86.641161,Shelby Center 
72mms8jgy4m8,0,34.725962,-86.641061,
2ws3dbd7tns8,classrooms are clean modern and conveinient to get to,34.725925,-86.641213,Shelby Center 
4b8vl846w3b9,I love chalkboards so that gets Shelby lots of points. The larger desks in Shelby are also super nice.,34.725926,-86.641301,Shelby Center 
94n7j478fuc3,0,34.725974,-86.641311,
72vvt7uu62k9,0,34.725976,-86.641316,
93b9cg49yxi7,I like that most of the classrooms have windows going to the outside in Shelby and I like the auditorium in MSB,34.725944,-86.641222,Shelby Center 
